PostContent,Date,NumberOfComment,Like,Heart,Care,Haha,Wow,Sad,Angry,ContentofComment
"| 50K22.1 TÌM TRẺ LẠC |
-----
Lớp 50K22.1 hiện đang tìm kiếm những thành viên thất lạc còn lại ở xứ sở DUE này. Quý anh chị em nào cùng lớp thì mình vào group chat Zalo, Mess qua link ở phía dưới nha. Ai không vào được thì ib mình add vào. Cảm ơn admin và mọi người ạ 
-----
 Zalo:
h… Xem thêm",8 Tháng 9,18,0,0,0,0,0,0,0,"['| 50K22.1 TÌM TRẺ LẠC |\n-----\nLớp 50K22.1 hiện đang tìm kiếm những thành viên thất lạc còn lại ở xứ sở DUE này. Quý anh chị em nào cùng lớp thì mình vào group chat Zalo, Mess qua link ở phía dưới nha. Ai không vào được thì ib mình add vào. Cảm ơn admin và mọi người ạ \n-----\n Zalo:\nh… Xem thêm', 'e ạ', 'Cho e vào với']"
"Dạ mn cho em hỏi , cái số 123789.. rồi chữ T rồi (7-22) là sao vậy ạ",8 Tháng 9,16,0,0,0,0,0,0,0,"['Dạ mn cho em hỏi , cái số 123789.. rồi chữ T rồi (7-22) là sao vậy ạ', '123456 là số tiết học trong ngày hôm đó, còn T(7-22) là học từ tuần 7 đến tuần 22 đó e', '123789: là tiết 123, tiết 789\nT(7-22): là từ tuần 7 đến tuần 22']"
Mọi người cho em hỏi là làm thế nào để biết được ngành của mình cần những giáo trình nào vậy ạ?Em cảm ơn ạ.,7 Tháng 9,4,0,0,0,0,0,0,0,"['Mọi người cho em hỏi là làm thế nào để biết được ngành của mình cần những giáo trình nào vậy ạ?Em cảm ơn ạ.', 'ủa sao mọi ng mua trc giáo trình nhìu z', 'b vào tkb á, xong mua theo môn học là dc']"
Pass sách,7 Tháng 9,3,0,0,0,0,0,0,0,"['Pass sách', 'quài lun', 'Check ib em ạ']"
cho em hỏi với ạ em ở ktx nhưng đặt hàng thì để địa chỉ đâu ạ,6 Tháng 9,7,0,0,0,0,0,0,0,"['cho em hỏi với ạ em ở ktx nhưng đặt hàng thì để địa chỉ đâu ạ', 'Kym Han bé hỏi hả bé', 'Địa chỉ kí túc xá, 71 mỹ an . Hoặc c ns shipper gửi quán bánh mì Paul ở cổng sau cũng đc á ( chị bé chủ dễ tính lắm, c xin để nhờ đi )']"
Anh chị cho e hỏi mình xin giấy xác nhận sinh viên để vay vốn thì mình làm ở đâu vậy ạ,29 Tháng 8,4,0,0,0,0,0,0,0,"['Anh chị cho e hỏi mình xin giấy xác nhận sinh viên để vay vốn thì mình làm ở đâu vậy ạ', 'https://due.udn.vn/.../phongctsvchitiet/id/10816/cid/536 bạn vào điền form này rồi thứ 3 lên phòng CTSV nhận giấy nha']"
 [HỌC TOEIC THEO NHÓM - GIẢM ĐẾN 30% VỚI HỌC PHÍ CHỈ TỪ 1 TRIỆU] ,5 Tháng 9,1,0,0,0,0,0,0,0,[' [HỌC TOEIC THEO NHÓM - GIẢM ĐẾN 30% VỚI HỌC PHÍ CHỈ TỪ 1 TRIỆU] ']
Cho em hỏi là giấy đăng kí tạm trú tạm vắng là mình tự làm hay trường sẽ hỗ trợ vậy ạ,6 Tháng 9,1,0,0,0,0,0,0,0,"['Cho em hỏi là giấy đăng kí tạm trú tạm vắng là mình tự làm hay trường sẽ hỗ trợ vậy ạ', 'Ở trọ thì liên hệ chủ trọ á']"
Cho em hỏi học luật kinh tế thì cần viết bao nhiêu vở và nên viết vở ngang hay vở có ô ạ,5 Tháng 9,1,0,0,0,0,0,0,0,"['Cho em hỏi học luật kinh tế thì cần viết bao nhiêu vở và nên viết vở ngang hay vở có ô ạ', 'dùng laptop ổn hơn e nhé']"
 [HỌC TẠI FLIC - VÔ VÀN LỢI ÍCH TRONG THÁNG 09/2024] ,4 Tháng 9,2,0,0,0,0,0,0,0,[' [HỌC TẠI FLIC - VÔ VÀN LỢI ÍCH TRONG THÁNG 09/2024] ']
Dạ anh chị cho em hỏi là muốn biết mã số sinh viên thì mình xem ở đâu ạ. Tại em đang cần gấp ạ,3 Tháng 9,1,0,0,0,0,0,0,0,"['Dạ anh chị cho em hỏi là muốn biết mã số sinh viên thì mình xem ở đâu ạ. Tại em đang cần gấp ạ', 'Hiện tại chưa có mssv e nha. E đợi tbao từ khoa và lớp nha']"
Cho em hỏi là bao giờ thì có lớp cho khoá 50K và tkb ạ. Vì em tính về quê vài ngày nên muốn biết tkb ạ. Em cảm ơn,1 Tháng 9,2,0,0,0,0,0,0,0,"['Cho em hỏi là bao giờ thì có lớp cho khoá 50K và tkb ạ. Vì em tính về quê vài ngày nên muốn biết tkb ạ. Em cảm ơn', 'm7/9 shcd onl sẽ xem đc nha b']"
Dạ cho em hỏi xin giấy báo đã nhập học và xin biên lai nộp tiền ở đâu vậy ạ,31 Tháng 8,1,0,0,0,0,0,0,0,"['Dạ cho em hỏi xin giấy báo đã nhập học và xin biên lai nộp tiền ở đâu vậy ạ', 'Giấy báo nhập học e sẽ nhận theo đơn vị lớp (nếu e có đk nhận ở bước kê khai nhập học). Còn biên lai e liên hệ phòng kế hoạch tài chính nhé']"
" CHÍNH THỨC MỞ ĐƠN TUYỂN THÀNH VIÊN DUET - NHÓM TUYỂN SINH, TRUYỀN THÔNG VÀ TỔ CHỨC SỰ KIỆN DUE ",41 phút,7,0,0,0,0,0,0,0,"[' CHÍNH THỨC MỞ ĐƠN TUYỂN THÀNH VIÊN DUET - NHÓM TUYỂN SINH, TRUYỀN THÔNG VÀ TỔ CHỨC SỰ KIỆN DUE ', ' CHÍNH THỨC MỞ ĐƠN TUYỂN THÀNH VIÊN DUET - NHÓM TUYỂN SINH, TRUYỀN THÔNG VÀ TỔ CHỨC SỰ KIỆN DUE \n---------------------\nLink đơn ứng tuyển: https://s.net.vn/DUE… Xem thêm', 'DUET ơi e tới đâyyyyy', 'Hóng mãi thôi']"
anh c ơi cho em hỏi sau ngày 2/9 trường mình có lịch cụ thể cho học sinh 50k chưa ạ,31 Tháng 8,1,0,0,0,0,0,0,0,"['anh c ơi cho em hỏi sau ngày 2/9 trường mình có lịch cụ thể cho học sinh 50k chưa ạ', 'E SHCD theo lịch\nBắt đầu từ ngày 9/9 e học tuần đầu tiên nha']"
Cho em hỏi bằng tiếng trung (Hsk 4) thì có pass được đầu ra của trường không ạ. Em cảm ơn ạ,31 Tháng 8,1,0,0,0,0,0,0,0,"['Cho em hỏi bằng tiếng trung (Hsk 4) thì có pass được đầu ra của trường không ạ. Em cảm ơn ạ', 'Mỗi khoá sẽ có cđr khác nhau e nhé. e theo dõi mục tbao của trường hoặc các tbao từ khoa, lớp e nhé']"
"1.Cho em hỏi là nếu em vào lớp tiếng anh dự bị sang kì 2 có thể đc nộp chứng chỉ tiếng anh để pass học phần ko ạ
2.Nếu vào lớp dự bị thì có còn đc xét học bổng nữa ko ạ
3. Nếu chứng chỉ em nộp sau khoảng 2 năm hết hạn có cần thi lại chứng chỉ đó nữa ko ạ",30 Tháng 8,9,0,0,0,0,0,0,0,"['1.Cho em hỏi là nếu em vào lớp tiếng anh dự bị sang kì 2 có thể đc nộp chứng chỉ tiếng anh để pass học phần ko ạ\n2.Nếu vào lớp dự bị thì có còn đc xét học bổng nữa ko ạ\n3. Nếu chứng chỉ em nộp sau khoảng 2 năm hết hạn có cần thi lại chứng chỉ đó nữa ko ạ', 'E liên hệ Phòng Đào tạo, Trường Đại học Kinh tế - Đại học Đà Nẵng hoặc sđt 02363 950110 h hành chính để đc tư vấn chính xác nhé', '1. Được e. Nếu e nộp trước kì 2 thì được miễn luôn học tiếng anh, còn nộp trong kì 2 thì vẫn tính học phí tín tiếng anh của kì đấy\n3. Nếu chứng chỉ e thi đủ điều kiện ra trường thì không cần thi lại dù hết hạn\nĐó là thông tin của 49k e nha. Còn 50k thì… Xem thêm']"
dạ nếu trượt tiếng anh đầu vào thì phải nộp bao nhiêu tiền và nộp luôn đầu năm phải không ạ ?,25 Tháng 8,11,0,0,0,0,0,0,0,"['dạ nếu trượt tiếng anh đầu vào thì phải nộp bao nhiêu tiền và nộp luôn đầu năm phải không ạ ?', 'Không em nha, TADV không tính là thi trượt hay không. Nếu em thi không đủ điểm pass thì trường sẽ xếp em học các HP tương đương (lịch sử/ triết), nên không phải đóng tiền thêm ở học kì đầu tiên nha (vì em đã nộp HP rồi)']"
Cho em hỏi mình k có tên trong danh sách thi tiếng anh đầu vào tức là mình được miễn r đúng k ạ?,28 Tháng 8,3,0,0,0,0,0,0,0,"['Cho em hỏi mình k có tên trong danh sách thi tiếng anh đầu vào tức là mình được miễn r đúng k ạ?', 'Em đã nộp chứng chỉ Ngoại ngữ để được miễn các học phần TA chưa á?', 'E có chứng chỉ ngoại ngữ ko?']"
Mọi người cho e hỏi muốn đăng kí ktx tp phải thuộc diện chính sách mới đc hả mn,28 Tháng 8,3,0,0,0,0,0,0,0,"['Mọi người cho e hỏi muốn đăng kí ktx tp phải thuộc diện chính sách mới đc hả mn', 'Hiện vẫn còn 1 ít chỗ ở KTX trường, em đến liên hệ vp quản lý ktx để đăng ký nhé', 'Ai có nhu cầu đăng kí ktx cx có thể đăng kí được nhưng sẽ ưu tiên những bạn thuộc đối đối tượng được ưu tiên:\n1. SV là người dân tộc thiểu số,\n2. SV là người khuyết tật;… Xem thêm']"
"Anh chị ơi, cho em hỏi là nếu như năm 2 em nộp chứng chỉ ngoại ngữ để miễn học phần tiếng Anh trên trường thì em có đủ điều kiện để xét học bổng không ạ???",28 Tháng 8,4,0,0,0,0,0,0,0,"['Anh chị ơi, cho em hỏi là nếu như năm 2 em nộp chứng chỉ ngoại ngữ để miễn học phần tiếng Anh trên trường thì em có đủ điều kiện để xét học bổng không ạ???', 'Đủ tín chỉ yêu cầu( trên 14 chỉ) và gpa cao là được nha em còn pass học phần tiếng anh hay không không quan trọng.', 'Điều kiện xét học bổng không liên quan đến việc em nộp chứng chỉ ngoại ngữ để miễn học phần Tiếng Anh nha']"
cho e hỏi e quên mang ảnh thẻ khi khám sức khoẻ vậy phải nộp bổ sung ở đâu ạ,28 Tháng 8,1,0,0,0,0,0,0,0,"['cho e hỏi e quên mang ảnh thẻ khi khám sức khoẻ vậy phải nộp bổ sung ở đâu ạ', 'Em liên hệ trong gr ni nha, có các thầy cô của P CTSV tư vấn chính xác hơn cho em: https://www.facebook.com/share/hBgmc1h8BB6681pH/?mibextid=K35XfP']"
Ở phường mình cần giấy xác nhận nhập học nhưng ra trường xin thì trường nói khi nào có thẻ sinh viên mới cấp.Vậy khi nào mới có thẻ sinh viên vậy,28 Tháng 8,2,0,0,0,0,0,0,0,"['Ở phường mình cần giấy xác nhận nhập học nhưng ra trường xin thì trường nói khi nào có thẻ sinh viên mới cấp.Vậy khi nào mới có thẻ sinh viên vậy', 'Cứ đợi nha. Sẽ có sớm thôi em', 'https://www.facebook.com/share/p/RmcY8k1XEwmXxSNH/?mibextid=WC7FNe']"
Dạ cho em hỏi là bằng vsteb có được pass tiếng anh k ạ. Nếu được thì trên bao nhiêu là được ạ?,28 Tháng 8,1,0,0,0,0,0,0,0,"['Dạ cho em hỏi là bằng vsteb có được pass tiếng anh k ạ. Nếu được thì trên bao nhiêu là được ạ?', 'Bậc 3 là đc nha em']"
Cho em hỏi kế toán nhóm mấy vậy ạ,24 Tháng 8,8,0,0,0,0,0,0,0,"['Cho em hỏi kế toán nhóm mấy vậy ạ', 'Em cập nhật lịch học nhé.']"
"THÔNG BÁO TÂN SINH VIÊN 50K
Tham gia Tuần sinh hoạt công dân - Sinh viên Đầu khóa 
-----
Sinh viên xem thông tin lớp học tại: https://due.udn.vn/vi-vn/thongb… Xem thêm",25 Tháng 8,5,0,0,0,0,0,0,0,"['THÔNG BÁO TÂN SINH VIÊN 50K\nTham gia Tuần sinh hoạt công dân - Sinh viên Đầu khóa \n-----\nSinh viên xem thông tin lớp học tại: https://due.udn.vn/vi-vn/thongb… Xem thêm', 'Nhóm 4 kg thấy danh sách các ac ơi']"
"Em muốn xin kinh nghiệm của mọi người về việc đăng kí, casting và tham gia BCH Hội Sinh Viên, BCH Đoàn Trường, Ban Đoàn Vụ và DUET, CAM Media ạ.",24 Tháng 8,84,0,0,0,0,0,0,0,"['Em muốn xin kinh nghiệm của mọi người về việc đăng kí, casting và tham gia BCH Hội Sinh Viên, BCH Đoàn Trường, Ban Đoàn Vụ và DUET, CAM Media ạ.', 'Chào em nha, hiện tại chị đang là 1 thành viên của CAM Media nè nếu em có hứng thú với việc chạy sự kiện và các hđ ngoại khoá thì CAM Media là 1 sự lựa chọn tuyệt vời dành cho em. Em có thể quét QR dưới đay để biết thêm nhiều thông tin về CAM nhen.', 'Chào em.\nDUET - Nhóm Tuyển sinh, Truyền thông & Tổ chức sự kiện DUE có 3 ban: Đại sứ & Sự kiện, Nhân sự và Truyền thông. Em có thể tham khảo xem mình yêu thích và phù hợp vào ban nào để apply nhé! Casting vào DUET cũng không khó đâu, em follow fanpage … Xem thêm']"
"Do có vài sự cố em chưa làm thẻ sv ạ, còn các thủ tục khác em xong r ạ. Cho em hỏi thời gian nhập học đến 27/8 thì em đc làm bổ sung kh ạ",26 Tháng 8,1,0,0,0,0,0,0,0,"['Do có vài sự cố em chưa làm thẻ sv ạ, còn các thủ tục khác em xong r ạ. Cho em hỏi thời gian nhập học đến 27/8 thì em đc làm bổ sung kh ạ', 'Em liên hệ trong gr ni nha, có các thầy cô của P CTSV tư vấn chính xác hơn cho em: https://www.facebook.com/share/hBgmc1h8BB6681pH/?mibextid=K35XfP']"
"Sáng ni ai lấy lộn học bạ của em nơi phòng chờ viết giấy khám sức khoẻ thì liên hệ với sđt: 0854441106 với ạ
Cái ni quan trọng lắm nên mong mọi người kiểm tra lại hồ sơ xem có lấy lộn của ai ko
Học bạ trường thị xã quảng trị, tên Nguyễn Thị Kim Ngân
Duyệt giùm em với ạ, gấp lắm ",25 Tháng 8,6,0,0,0,0,0,0,0,"['Sáng ni ai lấy lộn học bạ của em nơi phòng chờ viết giấy khám sức khoẻ thì liên hệ với sđt: 0854441106 với ạ\nCái ni quan trọng lắm nên mong mọi người kiểm tra lại hồ sơ xem có lấy lộn của ai ko\nHọc bạ trường thị xã quảng trị, tên Nguyễn Thị Kim Ngân\nDuyệt giùm em với ạ, gấp lắm ', 'up', '...']"
"Thí dụ, 25 ngành mình nhập học mà 24 mình vào trường nộp hồ sơ ktx đc k ạ?",22 Tháng 8,8,0,0,0,0,0,0,0,"['Thí dụ, 25 ngành mình nhập học mà 24 mình vào trường nộp hồ sơ ktx đc k ạ?', 'Nộp hồ sơ KTX là sao á bạn, mình thấy có form nào đâu', 'Đc e nha']"
Dạ cho em hỏi nay hồ sơ của em bị thiếu giấy tờ thì hôm khác bổ sung thì sẽ đến đâu ạ?,25 Tháng 8,8,0,0,0,0,0,0,0,"['Dạ cho em hỏi nay hồ sơ của em bị thiếu giấy tờ thì hôm khác bổ sung thì sẽ đến đâu ạ?', 'Thứ hai mình bổ sung được ko bạn mình cx thiếu', 'Phòng Công Tác Sinh Viên - Trường ĐH Kinh tế - ĐH Đà Nẵng ở tầng 2 toà nhà 9 tầng e']"
"Dạ cho em hỏi nhóm 4, buổi 2 có 2 ngày thì mình phải đi cả hai ngày luôn ạ.",25 Tháng 8,8,0,0,0,0,0,0,0,"['Dạ cho em hỏi nhóm 4, buổi 2 có 2 ngày thì mình phải đi cả hai ngày luôn ạ.', 'chia ra QTKD và KDQT á em', 'Cho em hỏi ké với z là, ngày 4/9 khoa Quản trị kinh doanh là phải đi học cả ngày luôn ạ ?']"
Dạ cho em hỏi là trường mình có clb nào làm về truyền thông hay chạy sự kiện không ạ.,24 Tháng 8,44,0,0,0,0,0,0,0,"['Dạ cho em hỏi là trường mình có clb nào làm về truyền thông hay chạy sự kiện không ạ.', 'CAM Media ó bạn, mình thấy chỗ này cũng ổn ổn', 'Lúc sáng tui qua khu trưng bay các clb gặp nè, hình như clb làm về truyền thông, marketing á']"
"Khoa ngân hàng 50K trường mình có gr không ạ? Cho em xin với ạ, em cảm ơn",24 Tháng 8,4,0,0,0,0,0,0,0,"['Khoa ngân hàng 50K trường mình có gr không ạ? Cho em xin với ạ, em cảm ơn', 'Group zalo có á bà vô chuâ']"
"Anh chị đi trước cho em xin kinh nghiệm với ạ 
• Ở phòng ktx em thấy không có tủ khóa đồ vậy mình làm sao để bảo quản đồ đạc ạ, nếu phải lôi ra lôi vào từ vali thì lích kích quá. 
• Vả lại không gian tủ cuối giường hơi bé, mình mua gì để đựng thêm đồ thì hợp lí ạ? 
Cảm ơn mọi người.",24 Tháng 8,4,0,0,0,0,0,0,0,"['Anh chị đi trước cho em xin kinh nghiệm với ạ \n• Ở phòng ktx em thấy không có tủ khóa đồ vậy mình làm sao để bảo quản đồ đạc ạ, nếu phải lôi ra lôi vào từ vali thì lích kích quá. \n• Vả lại không gian tủ cuối giường hơi bé, mình mua gì để đựng thêm đồ thì hợp lí ạ? \nCảm ơn mọi người.', 'Ở ktx thì v đó e, e cẩn thận thì mua thêm tủ khóa, ktx vài vụ mất laptop vs đth r. Nên thống nhất vs cả phòng là ko cho ng lạ vô, cửa nẻo cẩn thận và tự bảo quản tư trang.']"
"Mọi người cho em hỏi chuyên ngành logistics và quản lí chuỗi cung ứng có group zalo hay mess gì không ạ, em tìm mãi mà kh thấy ạ ",24 Tháng 8,3,0,0,0,0,0,0,0,"['Mọi người cho em hỏi chuyên ngành logistics và quản lí chuỗi cung ứng có group zalo hay mess gì không ạ, em tìm mãi mà kh thấy ạ ', 'https://zalo.me/g/vqmvgi681']"
"Dạ mọi người ơi cho em hỏi là : giấy chứng nhận tốt nghiệp tạm thời em mới in ra bản photo ( chưa công chứng) thì thứ 2 em đi công chứng rồi bổ sung lại sau được không ạ . Ngày mai em mới nhập học nhưng mà hiện giờ  với lại ngày mai không có văn phòng công chứng nào mở cửa hết ạ . Em hơi sơ suất trong quá trình kiểm tra hồ sơ , mong mọi người giải đáp ạ . Em cảm ơn ạ",24 Tháng 8,1,0,0,0,0,0,0,0,"['Dạ mọi người ơi cho em hỏi là : giấy chứng nhận tốt nghiệp tạm thời em mới in ra bản photo ( chưa công chứng) thì thứ 2 em đi công chứng rồi bổ sung lại sau được không ạ . Ngày mai em mới nhập học nhưng mà hiện giờ  với lại ngày mai không có văn phòng công chứng nào mở cửa hết ạ . Em hơi sơ suất trong quá trình kiểm tra hồ sơ , mong mọi người giải đáp ạ . Em cảm ơn ạ', 'K sao nha']"
